whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,bigFace.started,bigFace.stopped,cover_background_2.started,cover_background_2.stopped,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,task_blockText.started,task_blockText.stopped,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,task_blockReminders_keyResp.started,task_blockReminders_keyResp.stopped,bigFace_2.started,bigFace_2.stopped,cover_background.started,cover_background.stopped,task_centerImg.started,task_centerImg.stopped,task_fixImg.started,task_fixImg.stopped,task1_stim_keyResp.keys,task1_stim_keyResp.rt,task1_stim_keyResp.started,task1_stim_keyResp.stopped,blockFeedCat,task_blockFeed_text.started,task_blockFeed_text.stopped,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,task_blockFeed_keyResp.started,task_blockFeed_keyResp.stopped,id,cb,friendly,errorComm,date,expName,psychopyVersion,frameRate,
a_halfV_trialTable_6.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-AM-211-052-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,13,13,12,,,,,,,,,,,1.6122244488977955,,,,,,,,,,,1,,,,,,,,,,,,,,,104.78186300000016,104.78186300000016,104.78186300000016,104.99706460000016,104.78186300000016,104.99706460000016,104.78186300000016,104.78186300000016,['1'],[0.4464953999995487],104.78186300000016,104.78186300000016,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BF-205-141-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,14,14,22,,,,,,,,,,,1.723446893787575,,,,,,,,,,,1,,,,,,,,,,,,,,,106.50779390000025,106.50779390000025,106.50779390000025,106.71505900000011,106.50779390000025,106.71505900000011,106.50779390000025,106.50779390000025,['8'],[0.545646399998077],106.50779390000025,106.50779390000025,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WM-033-025-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,15,15,9,,,,,,,,,,,1.686372745490982,,,,,,,,,,,1,,,,,,,,,,,,,,,108.34340169999996,108.34340169999996,108.34340169999996,108.55013830000098,108.34340169999996,108.55013830000098,108.34340169999996,108.34340169999996,['1'],[0.4850762999994913],108.34340169999996,108.34340169999996,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-AM-240-191-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,16,16,3,,,,,,,,,,,1.5651302605210422,,,,,,,,,,,1,,,,,,,,,,,,,,,110.14058149999983,110.14058149999983,110.14058149999983,110.35182030000033,110.14058149999983,110.35182030000033,110.14058149999983,110.14058149999983,['8'],[0.5117497999981424],110.14058149999983,110.14058149999983,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WF-002-004-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,17,17,7,,,,,,,,,,,1.9949899799599198,,,,,,,,,,,1,,,,,,,,,,,,,,,111.83738020000055,111.83738020000055,111.83738020000055,112.03704480000124,111.83738020000055,112.03704480000124,111.83738020000055,111.83738020000055,['8'],[0.5591266999999789],111.83738020000055,111.83738020000055,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-IM-667-369-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,18,18,26,,,,,,,,,,,1.9929859719438878,,,,,,,,,,,1,,,,,,,,,,,,,,,113.96932370000104,113.96932370000104,113.96932370000104,114.17273310000019,113.96932370000104,114.17273310000019,113.96932370000104,113.96932370000104,['1'],[0.6514086999977735],113.96932370000104,113.96932370000104,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WF-244-163-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,19,19,13,,,,,,,,,,,1.9498997995991982,,,,,,,,,,,1,,,,,,,,,,,,,,,116.08977349999986,116.08977349999986,116.08977349999986,116.29150389999995,116.08977349999986,116.29150389999995,116.08977349999986,116.08977349999986,['1'],[0.5779049999982817],116.08977349999986,116.08977349999986,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BF-028-001-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,20,20,31,,,,,,,,,,,1.600200400801603,,,,,,,,,,,1,,,,,,,,,,,,,,,118.17205819999981,118.17205819999981,118.17205819999981,118.37660930000129,118.17205819999981,118.37660930000129,118.17205819999981,118.17205819999981,['8'],[0.5603927999982261],118.17205819999981,118.17205819999981,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WM-018-002-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,21,21,24,,,,,,,,,,,1.5561122244488979,,,,,,,,,,,1,,,,,,,,,,,,,,,119.88122769999973,119.88122769999973,119.88122769999973,120.09531190000052,119.88122769999973,120.09531190000052,119.88122769999973,119.88122769999973,['1'],[0.6122921999995015],119.88122769999973,119.88122769999973,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WF-029-002-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,22,22,21,,,,,,,,,,,1.5370741482965933,,,,,,,,,,,1,,,,,,,,,,,,,,,121.55983040000137,121.55983040000137,121.55983040000137,121.7633765999999,121.55983040000137,121.7633765999999,121.55983040000137,121.55983040000137,['8'],[0.5805657999990217],121.55983040000137,121.55983040000137,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WM-254-152-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,23,23,6,,,,,,,,,,,1.714428857715431,,,,,,,,,,,1,,,,,,,,,,,,,,,123.2018048000009,123.2018048000009,123.2018048000009,123.41511340000034,123.2018048000009,123.41511340000034,123.2018048000009,123.2018048000009,['8'],[0.554273199997624],123.2018048000009,123.2018048000009,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-IM-728-041-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,24,24,4,,,,,,,,,,,1.6713426853707416,,,,,,,,,,,1,,,,,,,,,,,,,,,125.0299767000015,125.0299767000015,125.0299767000015,125.23356290000083,125.0299767000015,125.23356290000083,125.0299767000015,125.0299767000015,['1'],[0.4857046999986778],125.0299767000015,125.0299767000015,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BM-032-024-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,25,25,27,,,,,,,,,,,1.8997995991983967,,,,,,,,,,,1,,,,,,,,,,,,,,,126.80718470000102,126.80718470000102,126.80718470000102,127.01891590000014,126.80718470000102,127.01891590000014,126.80718470000102,126.80718470000102,['8'],[0.5007546999986516],126.80718470000102,126.80718470000102,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-AF-253-130-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,26,26,5,,,,,,,,,,,1.9879759519038076,,,,,,,,,,,1,,,,,,,,,,,,,,,128.85077590000037,128.85077590000037,128.85077590000037,129.05400700000064,128.85077590000037,129.05400700000064,128.85077590000037,128.85077590000037,['8'],[0.3947180999984994],128.85077590000037,128.85077590000037,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BF-218-207-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,27,27,16,,,,,,,,,,,1.6422845691382766,,,,,,,,,,,1,,,,,,,,,,,,,,,130.95846669999992,130.95846669999992,130.95846669999992,131.17293109999991,130.95846669999992,131.17293109999991,130.95846669999992,130.95846669999992,['1'],[0.49310999999943306],130.95846669999992,130.95846669999992,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BF-012-001-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,28,28,25,,,,,,,,,,,1.8907815631262523,,,,,,,,,,,1,,,,,,,,,,,,,,,132.73406050000085,132.73406050000085,132.73406050000085,132.94087779999973,132.73406050000085,132.94087779999973,132.73406050000085,132.73406050000085,['8'],[0.6055646999993769],132.73406050000085,132.73406050000085,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WM-227-099-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,29,29,20,,,,,,,,,,,1.8657314629258517,,,,,,,,,,,1,,,,,,,,,,,,,,,134.735723400001,134.735723400001,134.735723400001,134.94321950000085,134.735723400001,134.94321950000085,134.735723400001,134.735723400001,['1'],[0.46000349999849277],134.735723400001,134.735723400001,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BM-217-082-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,30,30,8,,,,,,,,,,,1.6072144288577153,,,,,,,,,,,1,,,,,,,,,,,,,,,136.71607620000032,136.71607620000032,136.71607620000032,136.92848349999986,136.71607620000032,136.92848349999986,136.71607620000032,136.71607620000032,['1'],[0.6094547999982751],136.71607620000032,136.71607620000032,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-IM-726-248-N.jpg,"[0.03, 0.03]",,,,,,,,,0,0,0,5,0,31,31,10,,,,,,,,,,,1.5651302605210422,,,,,,,,,,,1,,,,,,,,,,,,,,,138.44751910000014,138.44751910000014,138.44751910000014,138.6471771000015,138.44751910000014,138.6471771000015,138.44751910000014,138.44751910000014,['8'],[0.524285499999678],138.44751910000014,138.44751910000014,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_6.csv,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,140.0350199000004,None,8,2.0843327999991743,150.04065749999972,None,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WM-025-002-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,0,0,18,,,,,,,,,155.68264100000124,None,1.7905811623246493,,,,,,,,,,,1,,,,,,,,,152.14297410000108,None,8,3.5170605999992404,152.14297410000108,None,157.84168169999975,None,157.84168169999975,158.04970049999974,157.84168169999975,158.04970049999974,157.84168169999975,None,None,,157.84168169999975,None,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BM-036-003-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,1,1,30,,,,,,,,,,,1.686372745490982,,,,,,,,,,,1,,,,,,,,,,,,,,,159.7419215000009,159.7419215000009,159.7419215000009,159.95127710000088,159.7419215000009,159.95127710000088,159.7419215000009,159.7419215000009,['8'],[0.5115076999991288],159.7419215000009,159.7419215000009,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BM-238-242-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,2,2,19,,,,,,,,,,,1.8236472945891782,,,,,,,,,,,1,,,,,,,,,,,,,,,161.55004240000017,161.55004240000017,161.55004240000017,161.75319920000038,161.55004240000017,161.75319920000038,161.55004240000017,161.55004240000017,['1'],[0.4615753999987646],161.55004240000017,161.55004240000017,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-AM-203-086-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,3,3,8,,,,,,,,,,,1.5841683366733466,,,,,,,,,,,1,,,,,,,,,,,,,,,163.4901178,163.4901178,163.4901178,163.70528980000017,163.4901178,163.70528980000017,163.4901178,163.4901178,['8'],[0.41010540000024776],163.4901178,163.4901178,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-AF-221-147-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,4,4,6,,,,,,,,,,,1.6533066132264531,,,,,,,,,,,1,,,,,,,,,,,,,,,165.1922684000001,165.1922684000001,165.1922684000001,165.4070894000015,165.1922684000001,165.4070894000015,165.1922684000001,165.1922684000001,['8'],[0.3233835999999428],165.1922684000001,165.1922684000001,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WF-245-084-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,5,5,23,,,,,,,,,,,1.6793587174348696,,,,,,,,,,,0,,,,,,,,,,,,,,,166.96984300000076,166.96984300000076,166.96984300000076,167.17567170000075,166.96984300000076,167.17567170000075,166.96984300000076,166.96984300000076,['8'],[0.2908518999993248],166.96984300000076,166.96984300000076,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-LM-238-129-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,6,6,17,,,,,,,,,,,1.9889779559118235,,,,,,,,,,,1,,,,,,,,,,,,,,,168.76971980000053,168.76971980000053,168.76971980000053,168.9771240000009,168.76971980000053,168.9771240000009,168.76971980000053,168.76971980000053,['8'],[0.49027969999769994],168.76971980000053,168.76971980000053,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-IM-635-010-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,7,7,28,,,,,,,,,,,1.8006012024048095,,,,,,,,,,,0,,,,,,,,,,,,,,,170.8782194000014,170.8782194000014,170.8782194000014,171.07928580000043,170.8782194000014,171.07928580000043,170.8782194000014,170.8782194000014,['1'],[0.3974202999997942],170.8782194000014,170.8782194000014,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-AM-236-090-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,8,8,10,,,,,,,,,,,1.9779559118236474,,,,,,,,,,,1,,,,,,,,,,,,,,,172.79076910000003,172.79076910000003,172.79076910000003,172.99829990000035,172.79076910000003,172.99829990000035,172.79076910000003,172.79076910000003,['1'],[1.6854029999976774],172.79076910000003,172.79076910000003,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BF-232-187-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,9,9,11,,,,,,,,,,,1.7494989979959918,,,,,,,,,,,1,,,,,,,,,,,,,,,174.8993900000005,174.8993900000005,174.8993900000005,175.10010359999978,174.8993900000005,175.10010359999978,174.8993900000005,174.8993900000005,['8'],[0.6013630999987072],174.8993900000005,174.8993900000005,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WF-005-010-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,10,10,20,,,,,,,,,,,1.7444889779559118,,,,,,,,,,,1,,,,,,,,,,,,,,,176.75959140000123,176.75959140000123,176.75959140000123,176.9686227000002,176.75959140000123,176.9686227000002,176.75959140000123,176.75959140000123,['8'],[0.6125904999989871],176.75959140000123,176.75959140000123,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BF-004-014-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,11,11,22,,,,,,,,,,,1.9529058116232463,,,,,,,,,,,1,,,,,,,,,,,,,,,178.60817599999973,178.60817599999973,178.60817599999973,178.82006960000035,178.60817599999973,178.82006960000035,178.60817599999973,178.60817599999973,['1'],[0.46089049999864073],178.60817599999973,178.60817599999973,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-IM-719-221-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,12,12,25,,,,,,,,,,,1.8947895791583167,,,,,,,,,,,1,,,,,,,,,,,,,,,180.68636960000003,180.68636960000003,180.68636960000003,180.8891691000008,180.68636960000003,180.8891691000008,180.68636960000003,180.68636960000003,['8'],[0.3656957999992301],180.68636960000003,180.68636960000003,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-LM-216-082-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,13,13,21,,,,,,,,,,,1.9959919839679359,,,,,,,,,,,1,,,,,,,,,,,,,,,182.70076850000078,182.70076850000078,182.70076850000078,182.90778940000018,182.70076850000078,182.90778940000018,182.70076850000078,182.70076850000078,['8'],[0.5596722999980557],182.70076850000078,182.70076850000078,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-AF-233-190-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,14,14,27,,,,,,,,,,,1.5150300601202404,,,,,,,,,,,0,,,,,,,,,,,,,,,184.8181295000013,184.8181295000013,184.8181295000013,185.02701510000043,184.8181295000013,185.02701510000043,184.8181295000013,184.8181295000013,['8'],[0.3623641999984102],184.8181295000013,184.8181295000013,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BM-243-218-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,15,15,4,,,,,,,,,,,1.902805611222445,,,,,,,,,,,0,,,,,,,,,,,,,,,186.45162730000084,186.45162730000084,186.45162730000084,186.66166739999971,186.45162730000084,186.66166739999971,186.45162730000084,186.45162730000084,None,,186.45162730000084,186.45162730000084,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-MM-324-069-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,16,16,1,,,,,,,,,,,1.5410821643286572,,,,,,,,,,,1,,,,,,,,,,,,,,,188.48182290000113,188.48182290000113,188.48182290000113,188.6801962999998,188.48182290000113,188.6801962999998,188.48182290000113,188.48182290000113,['1'],[0.3637178999979369],188.48182290000113,188.48182290000113,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
a_halfV_trialTable_1.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BF-207-004-N.jpg,"[0.03, 0.03]",,,,,,,,,0,1,1,0,0,17,17,2,,,,,,,,,,,1.7354709418837675,,,,,,,,,,,1,,,,,,,,,,,,,,,190.1618606000011,190.1618606000011,190.1618606000011,190.36560819999977,190.1618606000011,190.36560819999977,190.1618606000011,190.1618606000011,None,,190.1618606000011,190.1618606000011,,,,,,,,24,A,B,B,2022-05-27_16h22.24.539,face_flanker_v1,2022.1.3,59.97371951606941,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8667334669338678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
