whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,first_block_loop.thisRepN,first_block_loop.thisTrialN,first_block_loop.thisN,first_block_loop.thisIndex,firstTrial_loop.thisRepN,firstTrial_loop.thisTrialN,firstTrial_loop.thisN,firstTrial_loop.thisIndex,straightFace,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,key_resp_counterbalance1.keys,key_resp_counterbalance1.rt,key_resp_counterbalance1.started,key_resp_counterbalance1.stopped,firstT_text1.started,firstT_text1.stopped,firstT_key.keys,firstT_key.rt,firstT_key.started,firstT_key.stopped,id,date,expName,psychopyVersion,frameRate,
trialTable_practice.csv,img/renders/face040_45.png,img/renders/face040_-45.png,img/renders/face040_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,0,0,7,,,,,,,,,,24.900429042001633,None,24.900429042001633,None,8,0.5697977380004886,24.900429042001633,None,25.525840698002867,None,1.7464929859719438,27.571475878001365,27.774161229001038,['8'],[0.6309418189994176],27.571475878001365,None,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face351_45.png,img/renders/face351_-45.png,img/renders/face351_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,1,1,10,,,,,,,,,,,,,,,,,,,,1.9559118236472945,29.346078644000954,29.55730105100156,['1'],[0.32928146599806496],29.346078644000954,29.346078644000954,0,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face581_45.png,img/renders/face581_45.png,img/renders/face581_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,2,2,8,,,,,,,,,,,,,,,,,,,,1.6162324649298598,31.32623925900043,31.5404789230015,['8'],[0.40180536700063385],31.32623925900043,31.32623925900043,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face704_45.png,img/renders/face704_45.png,img/renders/face704_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,3,3,9,,,,,,,,,,,,,,,,,,,,1.7785571142284569,32.977585727003316,33.18951228300284,['8'],[0.3488076120011101],32.977585727003316,32.977585727003316,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face013_-45.png,img/renders/face013_-45.png,img/renders/face013_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,4,4,18,,,,,,,,,,,,,,,,,,,,1.5551102204408818,34.78831366099985,34.989341612003045,['1'],[0.3450722490015323],34.78831366099985,34.78831366099985,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face211_45.png,img/renders/face211_45.png,img/renders/face211_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,5,5,4,,,,,,,,,,,,,,,,,,,,1.8276553106212425,36.37676803300201,36.58876158000203,['8'],[0.39659310299975914],36.37676803300201,36.37676803300201,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face482_45.png,img/renders/face482_45.png,img/renders/face482_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,6,6,15,,,,,,,,,,,,,,,,,,,,1.9889779559118235,38.22481667700049,38.43814534500052,['1'],[0.2865226520007127],38.22481667700049,38.22481667700049,0,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face634_-45.png,img/renders/face634_-45.png,img/renders/face634_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,7,7,11,,,,,,,,,,,,,,,,,,,,1.5561122244488979,40.238966445002006,40.45552343900272,['1'],[0.4854010839990224],40.238966445002006,40.238966445002006,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face028_45.png,img/renders/face028_-45.png,img/renders/face028_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,8,8,17,,,,,,,,,,,,,,,,,,,,1.6683366733466933,41.82390448099977,42.03814880400023,['8'],[0.4014625210002123],41.82390448099977,41.82390448099977,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face994_45.png,img/renders/face994_45.png,img/renders/face994_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,9,9,13,,,,,,,,,,,,,,,,,,,,1.5741482965931863,43.523497920999944,43.73718676499993,['8'],[0.4520203109968861],43.523497920999944,43.523497920999944,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face586_-45.png,img/renders/face586_-45.png,img/renders/face586_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,10,10,2,,,,,,,,,,,,,,,,,,,,1.5060120240480963,45.128247905002354,45.33629691900205,['1'],[0.4004725190025056],45.128247905002354,45.128247905002354,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face418_45.png,img/renders/face418_-45.png,img/renders/face418_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,11,11,19,,,,,,,,,,,,,,,,,,,,1.6442885771543085,46.65863966300094,46.86930916300116,['8'],[0.331025157996919],46.65863966300094,46.65863966300094,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face120_-45.png,img/renders/face120_-45.png,img/renders/face120_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,12,12,16,,,,,,,,,,,,,,,,,,,,1.9318637274549098,48.32329085400124,48.535672253001394,['1'],[0.39206286699845805],48.32329085400124,48.32329085400124,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face395_-45.png,img/renders/face395_-45.png,img/renders/face395_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,13,13,5,,,,,,,,,,,,,,,,,,,,1.8176352705410823,50.28820813300263,50.501975223000045,['8'],[0.3582612610007345],50.28820813300263,50.28820813300263,0,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face559_-45.png,img/renders/face559_45.png,img/renders/face559_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,1.8507014028056112,52.13813958399987,52.35125668200271,['1'],[0.48424692699700245],52.13813958399987,52.13813958399987,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face781_-45.png,img/renders/face781_45.png,img/renders/face781_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,15,15,1,,,,,,,,,,,,,,,,,,,,1.5480961923847694,54.02376830100184,54.23405240700231,['1'],[0.3888349090011616],54.02376830100184,54.02376830100184,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face037_-45.png,img/renders/face037_45.png,img/renders/face037_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,16,16,3,,,,,,,,,,,,,,,,,,,,1.5801603206412826,55.607105052000406,55.81700796500081,['1'],[0.39637293800115003],55.607105052000406,55.607105052000406,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face269_45.png,img/renders/face269_-45.png,img/renders/face269_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,17,17,6,,,,,,,,,,,,,,,,,,,,1.905811623246493,57.22147317500276,57.43310068200299,['8'],[0.43917145500017796],57.22147317500276,57.22147317500276,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face800_-45.png,img/renders/face800_45.png,img/renders/face800_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,18,18,12,,,,,,,,,,,,,,,,,,,,1.5531062124248496,59.151467322000826,59.36591913200027,['1'],[0.4360914099997899],59.151467322000826,59.151467322000826,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,img/renders/face602_-45.png,img/renders/face602_45.png,img/renders/face602_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,19,19,0,,,,,,,,,,,,,,,,,,,,1.9188376753507013,60.733405435999885,60.93210000500039,['1'],[0.4851165280015266],60.733405435999885,60.733405435999885,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
trialTable_practice.csv,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.67010702800326,None,62.67010702800326,None,8,1.7484919839989743,62.67010702800326,None,,,,,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2.573606660000223,64.47093781500007,None,,,,,,,12,2022_May_10_1434,flanker-basic_v2,2021.2.3,59.95718397537921,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.58160871100335,None,1.6523046092184368,,,,,,,,,,,,,,,,,,,,67.07942326400007,None,8,1.4681677560001845,67.07942326400007,None,,,,,,
